Date,Time,StationCode,WeatherCode,Tide,WY,WaterTemperature,Secchi,Conductivity,SpCnd,pH,DO,Turbidity,MicrocystisVisualRank,ConditionCode,FieldComments,LabComments,MeshSize,FlowMeterSpeed,SetTime,FlowMeterStart,FlowMeterEnd,Flowdiff,Flowdiff_ed,VolMeso,SubMeso,VolMicro,SubMicro,Subsample,PropSubsampled,VolNet,VolNet_ed,OrganismID,TaxonName,TaxonRank,LifeStage,Count,CPUE,CPUE_ed,Flag_PQC,Comment_PQC,Flag_QC1,Comment_QC1,Flag_QC2,Comment_QC2,Flag_QC3,Comment_QC3
2015-09-28,09:10:00,SHR,CLD,NA,2015,21.09,2.1,127,137,7.84,8.28,2.4,NA,1,NA,150 high detritus 50 very high algae/detritus,50_micron,Low,2,966446,967000,554,554,88,46,88,3,1,0.03409,6.261,6.261,84,Microcyclops rubellus,Species,NA,25,7.639,7.638,1,NA,1,NA,1,NA,1,NA
2015-09-28,09:10:00,SHR,CLD,NA,2015,21.09,2.1,127,137,7.84,8.28,2.4,NA,1,NA,150 high detritus 50 very high algae/detritus,150_micron,Low,5,988184,990000,1816,1816,50,20,50,40,1,0.4,20.524,20.524,97,Monospilus dispar,Species,NA,32,3.898,3.898,1,NA,1,NA,1,NA,1,NA
2015-09-28,09:10:00,SHR,CLD,NA,2015,21.09,2.1,127,137,7.84,8.28,2.4,NA,1,NA,150 high detritus 50 very high algae/detritus,150_micron,Low,5,988184,990000,1816,1816,50,20,50,40,1,0.8,20.524,20.524,6,Ostracoda,Class,NA,117,7.126,7.126,1,NA,1,NA,1,NA,1,NA
2015-09-28,09:10:00,SHR,CLD,NA,2015,21.09,2.1,127,137,7.84,8.28,2.4,NA,1,NA,150 high detritus 50 very high algae/detritus,50_micron,Low,2,966446,967000,554,554,88,46,88,3,1,0.03409,6.261,6.261,6,Ostracoda,Class,NA,12,56.223,56.219,1,NA,1,NA,1,NA,1,NA
2015-09-28,09:10:00,SHR,CLD,NA,2015,21.09,2.1,127,137,7.84,8.28,2.4,NA,1,NA,150 high detritus 50 very high algae/detritus,150_micron,Low,5,988184,990000,1816,1816,50,20,50,40,1,0.8,20.524,20.524,1,Rotifera,Phylum,NA,171,10.415,10.415,1,NA,1,NA,1,NA,1,NA
2015-09-28,09:10:00,SHR,CLD,NA,2015,21.09,2.1,127,137,7.84,8.28,2.4,NA,1,NA,150 high detritus 50 very high algae/detritus,50_micron,Low,2,966446,967000,554,554,88,46,88,3,1,0.03409,6.261,6.261,1,Rotifera,Phylum,NA,236,1105.71,1105.637,1,NA,1,NA,1,NA,1,NA
2015-10-01,09:46:00,STTD,CLD,NA,2014,18.52,0.3,352,402,8.12,7.65,35.9,NA,1,High (Not ebbing yet) Used the motor (Stryker),high algae/detritus,50_micron,Low,2,965407,966000,593,593,94,0.8,94,0.2,1,0.00213,6.702,6.702,43,Alona sp.,Genus,NA,3,52.6,52.596,1,NA,1,NA,1,NA,1,NA
2015-10-01,09:46:00,STTD,CLD,NA,2014,18.52,0.3,352,402,8.12,7.65,35.9,NA,1,High (Not ebbing yet) Used the motor (Stryker),high algae/detritus,150_micron,Low,5,985340,988000,2660,2660,65,0.5,65,8,1,0.00769,30.063,30.063,35,Bosmina longirostris,Species,NA,1,4.326,4.324,1,NA,1,NA,1,NA,1,NA
2015-10-01,09:46:00,STTD,CLD,NA,2014,18.52,0.3,352,402,8.12,7.65,35.9,NA,1,High (Not ebbing yet) Used the motor (Stryker),high algae/detritus,150_micron,Low,5,985340,988000,2660,2660,65,0.5,65,8,1,0.00769,30.063,30.063,39,Camptocercus sp.,Genus,NA,1,4.326,4.324,1,NA,1,NA,1,NA,1,NA
2015-10-01,09:46:00,STTD,CLD,NA,2014,18.52,0.3,352,402,8.12,7.65,35.9,NA,1,High (Not ebbing yet) Used the motor (Stryker),high algae/detritus,150_micron,Low,5,985340,988000,2660,2660,65,0.5,65,8,1,0.00769,30.063,30.063,36,Ceriodaphnia sp.,Genus,NA,26,112.464,112.43,1,NA,1,NA,1,NA,1,NA
2015-10-01,09:46:00,STTD,CLD,NA,2014,18.52,0.3,352,402,8.12,7.65,35.9,NA,1,High (Not ebbing yet) Used the motor (Stryker),high algae/detritus,50_micron,Low,2,965407,966000,593,593,94,0.8,94,0.2,1,0.00213,6.702,6.702,36,Ceriodaphnia sp.,Genus,NA,6,105.2,105.192,1,NA,1,NA,1,NA,1,NA
2015-10-01,09:46:00,STTD,CLD,NA,2014,18.52,0.3,352,402,8.12,7.65,35.9,NA,1,High (Not ebbing yet) Used the motor (Stryker),high algae/detritus,150_micron,Low,5,985340,988000,2660,2660,65,0.5,65,8,1,0.00769,30.063,30.063,38,Chydorus sp.,Genus,NA,1,4.326,4.324,1,NA,1,NA,1,NA,1,NA
2015-10-01,09:46:00,STTD,CLD,NA,2014,18.52,0.3,352,402,8.12,7.65,35.9,NA,1,High (Not ebbing yet) Used the motor (Stryker),high algae/detritus,50_micron,Low,2,965407,966000,593,593,94,0.8,94,0.2,1,0.00213,6.702,6.702,38,Chydorus sp.,Genus,NA,1,17.533,17.532,1,NA,1,NA,1,NA,1,NA
2015-10-01,09:46:00,STTD,CLD,NA,2014,18.52,0.3,352,402,8.12,7.65,35.9,NA,1,High (Not ebbing yet) Used the motor (Stryker),high algae/detritus,150_micron,Low,5,985340,988000,2660,2660,65,0.5,65,8,1,0.12308,30.063,30.063,3,Copepoda,Subclass,nauplius,74,19.999,20,1,NA,1,NA,1,NA,1,NA
2015-10-01,09:46:00,STTD,CLD,NA,2014,18.52,0.3,352,402,8.12,7.65,35.9,NA,1,High (Not ebbing yet) Used the motor (Stryker),high algae/detritus,50_micron,Low,2,965407,966000,593,593,94,0.8,94,0.2,1,0.00213,6.702,6.702,3,Copepoda,Subclass,nauplius,304,21295.584,21318.942,1,NA,1,NA,1,NA,1,NA
2015-10-01,09:46:00,STTD,CLD,NA,2014,18.52,0.3,352,402,8.12,7.65,35.9,NA,1,High (Not ebbing yet) Used the motor (Stryker),high algae/detritus,150_micron,Low,5,985340,988000,2660,2660,65,0.5,65,8,1,0.00769,30.063,30.063,8,Cyclopoida,Order,copepodid,8,34.604,34.594,1,NA,1,NA,1,NA,1,NA
2015-10-01,09:46:00,STTD,CLD,NA,2014,18.52,0.3,352,402,8.12,7.65,35.9,NA,1,High (Not ebbing yet) Used the motor (Stryker),high algae/detritus,50_micron,Low,2,965407,966000,593,593,94,0.8,94,0.2,1,0.00213,6.702,6.702,8,Cyclopoida,Order,copepodid,40,701.336,701.281,1,NA,1,NA,1,NA,1,NA
2015-10-01,09:46:00,STTD,CLD,NA,2014,18.52,0.3,352,402,8.12,7.65,35.9,NA,1,High (Not ebbing yet) Used the motor (Stryker),high algae/detritus,150_micron,Low,5,985340,988000,2660,2660,65,0.5,65,8,1,0.00769,30.063,30.063,41,Diaphanosoma sp.,Genus,NA,1,4.326,4.324,1,NA,1,NA,1,NA,1,NA
2015-10-01,09:46:00,STTD,CLD,NA,2014,18.52,0.3,352,402,8.12,7.65,35.9,NA,1,High (Not ebbing yet) Used the motor (Stryker),high algae/detritus,50_micron,Low,2,965407,966000,593,593,94,0.8,94,0.2,1,0.00213,6.702,6.702,41,Diaphanosoma sp.,Genus,NA,1,17.533,17.532,1,NA,1,NA,1,NA,1,NA
2015-10-01,09:46:00,STTD,CLD,NA,2014,18.52,0.3,352,402,8.12,7.65,35.9,NA,1,High (Not ebbing yet) Used the motor (Stryker),high algae/detritus,150_micron,Low,5,985340,988000,2660,2660,65,0.5,65,8,1,0.00769,30.063,30.063,83,Eucyclops elegans,Species,NA,2,8.651,8.648,1,NA,1,NA,1,NA,1,NA
2015-10-01,09:46:00,STTD,CLD,NA,2014,18.52,0.3,352,402,8.12,7.65,35.9,NA,1,High (Not ebbing yet) Used the motor (Stryker),high algae/detritus,150_micron,Low,5,985340,988000,2660,2660,65,0.5,65,8,1,0.00769,30.063,30.063,94,Graptoleberis sp.,Genus,NA,1,4.326,4.324,1,NA,1,NA,1,NA,1,NA
2015-10-01,09:46:00,STTD,CLD,NA,2014,18.52,0.3,352,402,8.12,7.65,35.9,NA,1,High (Not ebbing yet) Used the motor (Stryker),high algae/detritus,50_micron,Low,2,965407,966000,593,593,94,0.8,94,0.2,1,0.00213,6.702,6.702,94,Graptoleberis sp.,Genus,NA,1,17.533,17.532,1,NA,1,NA,1,NA,1,NA
2015-10-01,09:46:00,STTD,CLD,NA,2014,18.52,0.3,352,402,8.12,7.65,35.9,NA,1,High (Not ebbing yet) Used the motor (Stryker),high algae/detritus,150_micron,Low,5,985340,988000,2660,2660,65,0.5,65,8,1,0.00769,30.063,30.063,46,Harpacticoida,Order,NA,1,4.326,4.324,1,NA,1,NA,1,NA,1,NA
2015-10-01,09:46:00,STTD,CLD,NA,2014,18.52,0.3,352,402,8.12,7.65,35.9,NA,1,High (Not ebbing yet) Used the motor (Stryker),high algae/detritus,50_micron,Low,2,965407,966000,593,593,94,0.8,94,0.2,1,0.00213,6.702,6.702,46,Harpacticoida,Order,NA,22,385.735,385.705,1,NA,1,NA,1,NA,1,NA
2015-10-01,09:46:00,STTD,CLD,NA,2014,18.52,0.3,352,402,8.12,7.65,35.9,NA,1,High (Not ebbing yet) Used the motor (Stryker),high algae/detritus,50_micron,Low,2,965407,966000,593,593,94,0.8,94,0.2,1,0.00213,6.702,6.702,44,Ilyocryptus sp.,Genus,NA,2,35.067,35.064,1,NA,1,NA,1,NA,1,NA
2015-10-01,09:46:00,STTD,CLD,NA,2014,18.52,0.3,352,402,8.12,7.65,35.9,NA,1,High (Not ebbing yet) Used the motor (Stryker),high algae/detritus,150_micron,Low,5,985340,988000,2660,2660,65,0.5,65,8,1,0.00769,30.063,30.063,16,Limnothoina tetraspina,Species,NA,1,4.326,4.324,1,NA,1,NA,1,NA,1,NA
2015-10-01,09:46:00,STTD,CLD,NA,2014,18.52,0.3,352,402,8.12,7.65,35.9,NA,1,High (Not ebbing yet) Used the motor (Stryker),high algae/detritus,50_micron,Low,2,965407,966000,593,593,94,0.8,94,0.2,1,0.00213,6.702,6.702,16,Limnothoina tetraspina,Species,NA,10,175.334,175.32,1,NA,1,NA,1,NA,1,NA
2015-10-01,09:46:00,STTD,CLD,NA,2014,18.52,0.3,352,402,8.12,7.65,35.9,NA,1,High (Not ebbing yet) Used the motor (Stryker),high algae/detritus,150_micron,Low,5,985340,988000,2660,2660,65,0.5,65,8,1,0.00769,30.063,30.063,95,Monospilus sp.,Genus,NA,1,4.326,4.324,1,NA,1,NA,1,NA,1,NA
2015-10-01,09:46:00,STTD,CLD,NA,2014,18.52,0.3,352,402,8.12,7.65,35.9,NA,1,High (Not ebbing yet) Used the motor (Stryker),high algae/detritus,150_micron,Low,5,985340,988000,2660,2660,65,0.5,65,8,1,0.12308,30.063,30.063,6,Ostracoda,Class,NA,199,53.782,53.783,1,NA,1,NA,1,NA,1,NA
2015-10-01,09:46:00,STTD,CLD,NA,2014,18.52,0.3,352,402,8.12,7.65,35.9,NA,1,High (Not ebbing yet) Used the motor (Stryker),high algae/detritus,50_micron,Low,2,965407,966000,593,593,94,0.8,94,0.2,1,0.00213,6.702,6.702,6,Ostracoda,Class,NA,5,350.256,350.64,1,NA,1,NA,1,NA,1,NA
2015-10-01,09:46:00,STTD,CLD,NA,2014,18.52,0.3,352,402,8.12,7.65,35.9,NA,1,High (Not ebbing yet) Used the motor (Stryker),high algae/detritus,150_micron,Low,5,985340,988000,2660,2660,65,0.5,65,8,1,0.00769,30.063,30.063,89,Pleuroxus sp.,Genus,NA,7,30.279,30.27,1,NA,1,NA,1,NA,1,NA
2015-10-01,09:46:00,STTD,CLD,NA,2014,18.52,0.3,352,402,8.12,7.65,35.9,NA,1,High (Not ebbing yet) Used the motor (Stryker),high algae/detritus,150_micron,Low,5,985340,988000,2660,2660,65,0.5,65,8,1,0.00769,30.063,30.063,23,Pseudodiaptomus forbesi,Species,adult,12,51.907,51.891,1,NA,1,NA,1,NA,1,NA
2015-10-01,09:46:00,STTD,CLD,NA,2014,18.52,0.3,352,402,8.12,7.65,35.9,NA,1,High (Not ebbing yet) Used the motor (Stryker),high algae/detritus,150_micron,Low,5,985340,988000,2660,2660,65,0.5,65,8,1,0.00769,30.063,30.063,24,Pseudodiaptomus forbesi,Species,copepodid,139,601.251,601.07,1,NA,1,NA,1,NA,1,NA
2015-10-01,09:46:00,STTD,CLD,NA,2014,18.52,0.3,352,402,8.12,7.65,35.9,NA,1,High (Not ebbing yet) Used the motor (Stryker),high algae/detritus,50_micron,Low,2,965407,966000,593,593,94,0.8,94,0.2,1,0.00213,6.702,6.702,23,Pseudodiaptomus forbesi,Species,adult,12,210.401,210.384,1,NA,1,NA,1,NA,1,NA
2015-10-01,09:46:00,STTD,CLD,NA,2014,18.52,0.3,352,402,8.12,7.65,35.9,NA,1,High (Not ebbing yet) Used the motor (Stryker),high algae/detritus,50_micron,Low,2,965407,966000,593,593,94,0.8,94,0.2,1,0.00213,6.702,6.702,24,Pseudodiaptomus forbesi,Species,copepodid,112,1963.74,1963.587,1,NA,1,NA,1,NA,1,NA
2015-10-01,09:46:00,STTD,CLD,NA,2014,18.52,0.3,352,402,8.12,7.65,35.9,NA,1,High (Not ebbing yet) Used the motor (Stryker),high algae/detritus,150_micron,Low,5,985340,988000,2660,2660,65,0.5,65,8,1,0.12308,30.063,30.063,1,Rotifera,Phylum,NA,30,8.108,8.108,1,NA,1,NA,1,NA,1,NA
2015-10-01,09:46:00,STTD,CLD,NA,2014,18.52,0.3,352,402,8.12,7.65,35.9,NA,1,High (Not ebbing yet) Used the motor (Stryker),high algae/detritus,50_micron,Low,2,965407,966000,593,593,94,0.8,94,0.2,1,0.00213,6.702,6.702,1,Rotifera,Phylum,NA,24,1681.23,1683.074,1,NA,1,NA,1,NA,1,NA
2015-10-12,09:18:00,SHR,CLR,NA,2014,20.04,3,122,135,7.46,8.57,2.4,NA,1,NA,high algae and detritus; unable to make micro tally (150),150_micron,Low,5,997107,999999,2892,2892,76,6,76,8,1,0.07895,32.685,32.685,43,Alona sp.,Genus,NA,6,2.325,2.325,1,NA,1,NA,1,NA,1,NA
2015-10-12,09:18:00,SHR,CLR,NA,2014,20.04,3,122,135,7.46,8.57,2.4,NA,1,NA,high algae and detritus; unable to make micro tally (150),150_micron,Low,5,997107,999999,2892,2892,76,6,76,8,1,0.07895,32.685,32.685,35,Bosmina longirostris,Species,NA,20,7.75,7.751,1,NA,1,NA,1,NA,1,NA
2015-10-12,09:18:00,SHR,CLR,NA,2014,20.04,3,122,135,7.46,8.57,2.4,NA,1,NA,high algae and detritus; unable to make micro tally (150),50_micron,Low,2,964268,965000,732,732,118,1,118,1,1,0.00847,8.273,8.273,35,Bosmina longirostris,Species,NA,1,14.271,14.263,1,NA,1,NA,1,NA,1,NA
2015-10-12,09:18:00,SHR,CLR,NA,2014,20.04,3,122,135,7.46,8.57,2.4,NA,1,NA,high algae and detritus; unable to make micro tally (150),150_micron,Low,5,997107,999999,2892,2892,76,6,76,8,1,0.07895,32.685,32.685,64,Calanoida,Order,copepodid,2,0.775,0.775,1,NA,1,NA,1,NA,1,NA
2015-10-12,09:18:00,SHR,CLR,NA,2014,20.04,3,122,135,7.46,8.57,2.4,NA,1,NA,high algae and detritus; unable to make micro tally (150),50_micron,Low,2,964268,965000,732,732,118,1,118,1,1,0.00847,8.273,8.273,64,Calanoida,Order,copepodid,1,14.271,14.263,1,NA,1,NA,1,NA,1,NA
2015-10-12,09:18:00,SHR,CLR,NA,2014,20.04,3,122,135,7.46,8.57,2.4,NA,1,NA,high algae and detritus; unable to make micro tally (150),150_micron,Low,5,997107,999999,2892,2892,76,6,76,8,1,0.07895,32.685,32.685,39,Camptocercus sp.,Genus,NA,2,0.775,0.775,1,NA,1,NA,1,NA,1,NA
2015-10-12,09:18:00,SHR,CLR,NA,2014,20.04,3,122,135,7.46,8.57,2.4,NA,1,NA,high algae and detritus; unable to make micro tally (150),150_micron,Low,5,997107,999999,2892,2892,76,6,76,8,1,0.07895,32.685,32.685,36,Ceriodaphnia sp.,Genus,NA,28,10.851,10.851,1,NA,1,NA,1,NA,1,NA
2015-10-12,09:18:00,SHR,CLR,NA,2014,20.04,3,122,135,7.46,8.57,2.4,NA,1,NA,high algae and detritus; unable to make micro tally (150),50_micron,Low,2,964268,965000,732,732,118,1,118,1,1,0.00847,8.273,8.273,36,Ceriodaphnia sp.,Genus,NA,2,28.542,28.527,1,NA,1,NA,1,NA,1,NA
2015-10-12,09:18:00,SHR,CLR,NA,2014,20.04,3,122,135,7.46,8.57,2.4,NA,1,NA,high algae and detritus; unable to make micro tally (150),150_micron,Low,5,997107,999999,2892,2892,76,6,76,8,1,0.07895,32.685,32.685,38,Chydorus sp.,Genus,NA,17,6.588,6.588,1,NA,1,NA,1,NA,1,NA
2015-10-12,09:18:00,SHR,CLR,NA,2014,20.04,3,122,135,7.46,8.57,2.4,NA,1,NA,high algae and detritus; unable to make micro tally (150),150_micron,Low,5,997107,999999,2892,2892,76,6,76,8,1,0.10526,32.685,32.685,3,Copepoda,Subclass,nauplius,3,0.872,0.872,1,NA,1,NA,1,NA,1,NA
2015-10-12,09:18:00,SHR,CLR,NA,2014,20.04,3,122,135,7.46,8.57,2.4,NA,1,NA,high algae and detritus; unable to make micro tally (150),50_micron,Low,2,964268,965000,732,732,118,1,118,1,1,0.00847,8.273,8.273,3,Copepoda,Subclass,nauplius,5,71.355,71.316,1,NA,1,NA,1,NA,1,NA
2015-10-12,09:18:00,SHR,CLR,NA,2014,20.04,3,122,135,7.46,8.57,2.4,NA,1,NA,high algae and detritus; unable to make micro tally (150),150_micron,Low,5,997107,999999,2892,2892,76,6,76,8,1,0.07895,32.685,32.685,7,Cyclopoida,Order,adult,7,2.713,2.713,1,NA,1,NA,1,NA,1,NA
2015-10-12,09:18:00,SHR,CLR,NA,2014,20.04,3,122,135,7.46,8.57,2.4,NA,1,NA,high algae and detritus; unable to make micro tally (150),150_micron,Low,5,997107,999999,2892,2892,76,6,76,8,1,0.07895,32.685,32.685,8,Cyclopoida,Order,copepodid,92,35.652,35.653,1,NA,1,NA,1,NA,1,NA
2015-10-12,09:18:00,SHR,CLR,NA,2014,20.04,3,122,135,7.46,8.57,2.4,NA,1,NA,high algae and detritus; unable to make micro tally (150),50_micron,Low,2,964268,965000,732,732,118,1,118,1,1,0.00847,8.273,8.273,8,Cyclopoida,Order,copepodid,4,57.084,57.053,1,NA,1,NA,1,NA,1,NA
2015-10-12,09:18:00,SHR,CLR,NA,2014,20.04,3,122,135,7.46,8.57,2.4,NA,1,NA,high algae and detritus; unable to make micro tally (150),150_micron,Low,5,997107,999999,2892,2892,76,6,76,8,1,0.07895,32.685,32.685,93,Eurycercus sp.,Genus,NA,4,1.55,1.55,1,NA,1,NA,1,NA,1,NA
2015-10-12,09:18:00,SHR,CLR,NA,2014,20.04,3,122,135,7.46,8.57,2.4,NA,1,NA,high algae and detritus; unable to make micro tally (150),150_micron,Low,5,997107,999999,2892,2892,76,6,76,8,1,0.07895,32.685,32.685,97,Monospilus dispar,Species,NA,20,7.75,7.751,1,NA,1,NA,1,NA,1,NA
2015-10-12,09:18:00,SHR,CLR,NA,2014,20.04,3,122,135,7.46,8.57,2.4,NA,1,NA,high algae and detritus; unable to make micro tally (150),50_micron,Low,2,964268,965000,732,732,118,1,118,1,1,0.00847,8.273,8.273,97,Monospilus dispar,Species,NA,1,14.271,14.263,1,NA,1,NA,1,NA,1,NA
2015-10-12,09:18:00,SHR,CLR,NA,2014,20.04,3,122,135,7.46,8.57,2.4,NA,1,NA,high algae and detritus; unable to make micro tally (150),150_micron,Low,5,997107,999999,2892,2892,76,6,76,8,1,0.10526,32.685,32.685,6,Ostracoda,Class,NA,34,9.883,9.882,1,NA,1,NA,1,NA,1,NA
2015-10-12,09:18:00,SHR,CLR,NA,2014,20.04,3,122,135,7.46,8.57,2.4,NA,1,NA,high algae and detritus; unable to make micro tally (150),150_micron,Low,5,997107,999999,2892,2892,76,6,76,8,1,0.07895,32.685,32.685,107,Paracyclops sp.,Genus,NA,1,0.388,0.388,1,NA,1,NA,1,NA,1,NA
2015-10-12,09:18:00,SHR,CLR,NA,2014,20.04,3,122,135,7.46,8.57,2.4,NA,1,NA,high algae and detritus; unable to make micro tally (150),150_micron,Low,5,997107,999999,2892,2892,76,6,76,8,1,0.07895,32.685,32.685,89,Pleuroxus sp.,Genus,NA,15,5.813,5.813,1,NA,1,NA,1,NA,1,NA
2015-10-12,09:18:00,SHR,CLR,NA,2014,20.04,3,122,135,7.46,8.57,2.4,NA,1,NA,high algae and detritus; unable to make micro tally (150),150_micron,Low,5,997107,999999,2892,2892,76,6,76,8,1,0.10526,32.685,32.685,1,Rotifera,Phylum,NA,38,11.045,11.045,1,NA,1,NA,1,NA,1,NA
2015-10-12,09:18:00,SHR,CLR,NA,2014,20.04,3,122,135,7.46,8.57,2.4,NA,1,NA,high algae and detritus; unable to make micro tally (150),50_micron,Low,2,964268,965000,732,732,118,1,118,1,1,0.00847,8.273,8.273,1,Rotifera,Phylum,NA,41,585.11,584.795,1,NA,1,NA,1,NA,1,NA
2015-10-12,09:18:00,SHR,CLR,NA,2014,20.04,3,122,135,7.46,8.57,2.4,NA,1,NA,high algae and detritus; unable to make micro tally (150),150_micron,Low,5,997107,999999,2892,2892,76,6,76,8,1,0.07895,32.685,32.685,40,Scapholeberis sp.,Genus,NA,2,0.775,0.775,1,NA,1,NA,1,NA,1,NA
2015-10-12,09:18:00,SHR,CLR,NA,2014,20.04,3,122,135,7.46,8.57,2.4,NA,1,NA,high algae and detritus; unable to make micro tally (150),150_micron,Low,5,997107,999999,2892,2892,76,6,76,8,1,0.07895,32.685,32.685,103,Simocephalus sp.,Genus,NA,1,0.388,0.388,1,NA,1,NA,1,NA,1,NA
2015-10-13,09:41:00,STTD,CLR,NA,2014,18.53,0.3,273,312,7.8,9.65,23.6,NA,1,NA,150 high algae 50 high detritus and silt,150_micron,Low,5,995381,997000,1619,1619,44,0.3,44,2.8,1,0.00682,18.298,18.298,43,Alona sp.,Genus,NA,1,8.013,8.016,1,NA,1,NA,1,NA,1,NA
2015-10-13,09:41:00,STTD,CLR,NA,2014,18.53,0.3,273,312,7.8,9.65,23.6,NA,1,NA,150 high algae 50 high detritus and silt,150_micron,Low,5,995381,997000,1619,1619,44,0.3,44,2.8,1,0.00682,18.298,18.298,35,Bosmina longirostris,Species,NA,2,16.027,16.031,1,NA,1,NA,1,NA,1,NA
2015-10-13,09:41:00,STTD,CLR,NA,2014,18.53,0.3,273,312,7.8,9.65,23.6,NA,1,NA,150 high algae 50 high detritus and silt,150_micron,Low,5,995381,997000,1619,1619,44,0.3,44,2.8,1,0.00682,18.298,18.298,36,Ceriodaphnia sp.,Genus,NA,7,56.093,56.109,1,NA,1,NA,1,NA,1,NA
2015-10-13,09:41:00,STTD,CLR,NA,2014,18.53,0.3,273,312,7.8,9.65,23.6,NA,1,NA,150 high algae 50 high detritus and silt,50_micron,Low,3,963761,964110,349,349,91,1,91,0.3,1,0.0033,3.944,3.944,36,Ceriodaphnia sp.,Genus,NA,5,115.355,115.355,1,NA,1,NA,1,NA,1,NA
2015-10-13,09:41:00,STTD,CLR,NA,2014,18.53,0.3,273,312,7.8,9.65,23.6,NA,1,NA,150 high algae 50 high detritus and silt,150_micron,Low,5,995381,997000,1619,1619,44,0.3,44,2.8,1,0.00682,18.298,18.298,38,Chydorus sp.,Genus,NA,1,8.013,8.016,1,NA,1,NA,1,NA,1,NA
2015-10-13,09:41:00,STTD,CLR,NA,2014,18.53,0.3,273,312,7.8,9.65,23.6,NA,1,NA,150 high algae 50 high detritus and silt,50_micron,Low,3,963761,964110,349,349,91,1,91,0.3,1,0.0033,3.944,3.944,38,Chydorus sp.,Genus,NA,1,23.071,23.071,1,NA,1,NA,1,NA,1,NA
2015-10-13,09:41:00,STTD,CLR,NA,2014,18.53,0.3,273,312,7.8,9.65,23.6,NA,1,NA,150 high algae 50 high detritus and silt,150_micron,Low,5,995381,997000,1619,1619,44,0.3,44,2.8,1,0.06364,18.298,18.298,3,Copepoda,Subclass,nauplius,327,280.811,280.831,1,NA,1,NA,1,NA,1,NA
2015-10-13,09:41:00,STTD,CLR,NA,2014,18.53,0.3,273,312,7.8,9.65,23.6,NA,1,NA,150 high algae 50 high detritus and silt,50_micron,Low,3,963761,964110,349,349,91,1,91,0.3,1,0.0033,3.944,3.944,3,Copepoda,Subclass,nauplius,391,30041.797,30069.095,1,NA,1,NA,1,NA,1,NA
2015-10-13,09:41:00,STTD,CLR,NA,2014,18.53,0.3,273,312,7.8,9.65,23.6,NA,1,NA,150 high algae 50 high detritus and silt,150_micron,Low,5,995381,997000,1619,1619,44,0.3,44,2.8,1,0.00682,18.298,18.298,8,Cyclopoida,Order,copepodid,2,16.027,16.031,1,NA,1,NA,1,NA,1,NA
2015-10-13,09:41:00,STTD,CLR,NA,2014,18.53,0.3,273,312,7.8,9.65,23.6,NA,1,NA,150 high algae 50 high detritus and silt,50_micron,Low,3,963761,964110,349,349,91,1,91,0.3,1,0.0033,3.944,3.944,8,Cyclopoida,Order,copepodid,38,876.696,876.695,1,NA,1,NA,1,NA,1,NA
2015-10-13,09:41:00,STTD,CLR,NA,2014,18.53,0.3,273,312,7.8,9.65,23.6,NA,1,NA,150 high algae 50 high detritus and silt,50_micron,Low,3,963761,964110,349,349,91,1,91,0.3,1,0.0033,3.944,3.944,46,Harpacticoida,Order,NA,3,69.213,69.213,1,NA,1,NA,1,NA,1,NA
2015-10-13,09:41:00,STTD,CLR,NA,2014,18.53,0.3,273,312,7.8,9.65,23.6,NA,1,NA,150 high algae 50 high detritus and silt,50_micron,Low,3,963761,964110,349,349,91,1,91,0.3,1,0.0033,3.944,3.944,16,Limnothoina tetraspina,Species,NA,33,761.341,761.34,1,NA,1,NA,1,NA,1,NA
2015-10-13,09:41:00,STTD,CLR,NA,2014,18.53,0.3,273,312,7.8,9.65,23.6,NA,1,NA,150 high algae 50 high detritus and silt,150_micron,Low,5,995381,997000,1619,1619,44,0.3,44,2.8,1,0.06364,18.298,18.298,6,Ostracoda,Class,NA,10,8.587,8.588,1,NA,1,NA,1,NA,1,NA
2015-10-13,09:41:00,STTD,CLR,NA,2014,18.53,0.3,273,312,7.8,9.65,23.6,NA,1,NA,150 high algae 50 high detritus and silt,150_micron,Low,5,995381,997000,1619,1619,44,0.3,44,2.8,1,0.00682,18.298,18.298,23,Pseudodiaptomus forbesi,Species,adult,12,96.16,96.187,1,NA,1,NA,1,NA,1,NA
2015-10-13,09:41:00,STTD,CLR,NA,2014,18.53,0.3,273,312,7.8,9.65,23.6,NA,1,NA,150 high algae 50 high detritus and silt,150_micron,Low,5,995381,997000,1619,1619,44,0.3,44,2.8,1,0.00682,18.298,18.298,24,Pseudodiaptomus forbesi,Species,copepodid,321,2572.273,2572.992,1,NA,1,NA,1,NA,1,NA
2015-10-13,09:41:00,STTD,CLR,NA,2014,18.53,0.3,273,312,7.8,9.65,23.6,NA,1,NA,150 high algae 50 high detritus and silt,50_micron,Low,3,963761,964110,349,349,91,1,91,0.3,1,0.0033,3.944,3.944,23,Pseudodiaptomus forbesi,Species,adult,5,115.355,115.355,1,NA,1,NA,1,NA,1,NA
2015-10-13,09:41:00,STTD,CLR,NA,2014,18.53,0.3,273,312,7.8,9.65,23.6,NA,1,NA,150 high algae 50 high detritus and silt,50_micron,Low,3,963761,964110,349,349,91,1,91,0.3,1,0.0033,3.944,3.944,24,Pseudodiaptomus forbesi,Species,copepodid,146,3368.358,3368.354,1,NA,1,NA,1,NA,1,NA
