"","Fish_ID","FL","Date_month","Date_day","Date_year","WY","Date_sampled","week_no","biweekly","Region_subdivided5","Station_code","Site.Name","Lat","Long","rm_from_fp","fp","Taxa_LS_original","Taxa_LS","N","Taxa_LS_DW","DW_USE_g","Source","Notes","DW_g","excl","Stomach_fullness"
"5626","DM16739",65,4,111,2016,"2016","4/20/2016",16,15,"Lower Sac","SR055M","Sherwood Harbor",38.52739416,-121.5293747,28,"sutter","Diptera_P","Diptera_P",62,"Diptera_P",0.00065,"This study",NA,0.0403,"n","3"
"5627","DM16739",65,4,111,2016,"2016","4/20/2016",16,15,"Lower Sac","SR055M","Sherwood Harbor",38.52739416,-121.5293747,28,"sutter","Hemiptera_A","Hemiptera_A",2,"Hemiptera_A",0.00068,"This study",NA,0.00136,"n","3"
"5628","DM16739",65,4,111,2016,"2016","4/20/2016",16,15,"Lower Sac","SR055M","Sherwood Harbor",38.52739416,-121.5293747,28,"sutter","Hymenoptera_A","Hymenoptera_A",1,"Hymenoptera_A",0.00071,"This study","Not much variation in our DW (3 reps) so ignoring diff with regression est",0.00071,"n","3"
"5629","DM16739",65,4,111,2016,"2016","4/20/2016",16,15,"Lower Sac","SR055M","Sherwood Harbor",38.52739416,-121.5293747,28,"sutter","Thysanoptera_A","Thysanoptera_A",2,"Thysanoptera_A",0.00045,"This study",NA,9e-04,"n","3"
"5630","DM16739",65,4,111,2016,"2016","4/20/2016",16,15,"Lower Sac","SR055M","Sherwood Harbor",38.52739416,-121.5293747,28,"sutter","Tipulidae_A","Diptera_A",1,"Diptera_A",0.00053,"This study",NA,0.00053,"n","3"
"5631","DM16740",68,4,104,2016,"2016","4/13/2016",15,15,"Lower Sac","SR055M","Sherwood Harbor",38.52739416,-121.5293747,28,"sutter","Amphipoda_A","Amphipoda_A",5,"Amphipoda_A",0.00082,"This study",NA,0.0041,"n","3"
"5632","DM16740",68,4,104,2016,"2016","4/13/2016",15,15,"Lower Sac","SR055M","Sherwood Harbor",38.52739416,-121.5293747,28,"sutter","Aphidae_A","Aphidae_A",9,"Aphidae_A",5e-04,"This study",NA,0.0045,"n","3"
"5633","DM16740",68,4,104,2016,"2016","4/13/2016",15,15,"Lower Sac","SR055M","Sherwood Harbor",38.52739416,-121.5293747,28,"sutter","Aphidae_N","Aphidae_N",4,"Aphidae_N",0.00025,"Greenslade, A.F.C., et al 2016. Triticum monococcum lines with distinct metabolic phenotypes and phloem-based partial resistance to the bird cherry-oat aphid Rhopalosiphum padi. The Annals of applied biology 168, 435-449.",NA,0.001,"n","3"
"5634","DM16740",68,4,104,2016,"2016","4/13/2016",15,15,"Lower Sac","SR055M","Sherwood Harbor",38.52739416,-121.5293747,28,"sutter","Copepoda_A","Copepoda_A",1,"Copepoda_A",0.00047,"This study",NA,0.00047,"n","3"
"5635","DM16740",68,4,104,2016,"2016","4/13/2016",15,15,"Lower Sac","SR055M","Sherwood Harbor",38.52739416,-121.5293747,28,"sutter","Corophiidae_A","Corophiidae_A",1,"Corophiidae_A",0.00093,"This study",NA,0.00093,"n","3"
"5636","DM16740",68,4,104,2016,"2016","4/13/2016",15,15,"Lower Sac","SR055M","Sherwood Harbor",38.52739416,-121.5293747,28,"sutter","Diptera_A","Diptera_A",7,"Diptera_A",0.00053,"This study",NA,0.00371,"n","3"
"5637","DM16740",68,4,104,2016,"2016","4/13/2016",15,15,"Lower Sac","SR055M","Sherwood Harbor",38.52739416,-121.5293747,28,"sutter","Diptera_P","Diptera_P",19,"Diptera_P",0.00065,"This study",NA,0.01235,"n","3"
"5638","DM16740",68,4,104,2016,"2016","4/13/2016",15,15,"Lower Sac","SR055M","Sherwood Harbor",38.52739416,-121.5293747,28,"sutter","Ephemeroptera_N","Ephemeroptera_N",1,"Ephemeroptera_N",0.00068,"This study",NA,0.00068,"n","3"
"5639","DM16740",68,4,104,2016,"2016","4/13/2016",15,15,"Lower Sac","SR055M","Sherwood Harbor",38.52739416,-121.5293747,28,"sutter","Hymenoptera_A","Hymenoptera_A",1,"Hymenoptera_A",0.00071,"This study","Not much variation in our DW (3 reps) so ignoring diff with regression est",0.00071,"n","3"
"5640","DM16741",35,3,85,2016,"2016","3/25/2016",13,13,"Lower Sac","SR055M","Sherwood Harbor",38.52739416,-121.5293747,28,"sutter","NA_A","NA_A",0,NA,NA,NA,NA,NA,"n_EMPTY","0"
"5641","DM16742",38,3,85,2016,"2016","3/25/2016",13,13,"Lower Sac","SR055M","Sherwood Harbor",38.52739416,-121.5293747,28,"sutter","Diptera_P","Diptera_P",26,"Diptera_P",0.00065,"This study",NA,0.0169,"n","3"
"5642","DM16742",38,3,85,2016,"2016","3/25/2016",13,13,"Lower Sac","SR055M","Sherwood Harbor",38.52739416,-121.5293747,28,"sutter","Hemiptera_A","Hemiptera_A",2,"Hemiptera_A",0.00068,"This study",NA,0.00136,"n","3"
"5643","DM16743",39,3,85,2016,"2016","3/25/2016",13,13,"Lower Sac","SR055M","Sherwood Harbor",38.52739416,-121.5293747,28,"sutter","Chironomidae_L","Chironomidae_L",5,"Chironomidae_L",5e-04,"This study",NA,0.0025,"n","2"
"5644","DM16743",39,3,85,2016,"2016","3/25/2016",13,13,"Lower Sac","SR055M","Sherwood Harbor",38.52739416,-121.5293747,28,"sutter","Diptera_P","Diptera_P",3,"Diptera_P",0.00065,"This study",NA,0.00195,"n","2"
"5645","DM16744",37,3,71,2016,"2016","3/11/2016",11,11,"Lower Sac","SR055M","Sherwood Harbor",38.52739416,-121.5293747,28,"sutter","NA_A","NA_A",0,NA,NA,NA,NA,NA,"n_EMPTY","0"
"5646","DM16745",37,3,85,2016,"2016","3/25/2016",13,13,"Lower Sac","SR055M","Sherwood Harbor",38.52739416,-121.5293747,28,"sutter","Chironomidae_L","Chironomidae_L",2,"Chironomidae_L",5e-04,"This study",NA,0.001,"n","3"
"5647","DM16745",37,3,85,2016,"2016","3/25/2016",13,13,"Lower Sac","SR055M","Sherwood Harbor",38.52739416,-121.5293747,28,"sutter","Diptera_P","Diptera_P",19,"Diptera_P",0.00065,"This study",NA,0.01235,"n","3"
"5648","DM16745",37,3,85,2016,"2016","3/25/2016",13,13,"Lower Sac","SR055M","Sherwood Harbor",38.52739416,-121.5293747,28,"sutter","Hemiptera_A","Hemiptera_A",3,"Hemiptera_A",0.00068,"This study",NA,0.00204,"n","3"
"5649","DM16745",37,3,85,2016,"2016","3/25/2016",13,13,"Lower Sac","SR055M","Sherwood Harbor",38.52739416,-121.5293747,28,"sutter","Hydracarina_A","Hydracarina_A_N",1,"Hydracarina_A",1e-05,"CFS","Note similar to 24.5ug mean mite weight from Douce 1976 (""163 weighings were made utilizing 1528 mites, representing 25 species of adults and 16 groups of immature stages of several species"") but as Cramer is local use that. Nymphs and adults similar size. ",1e-05,"n","3"
"5650","DM16746",49,3,88,2016,"2016","3/28/2016",13,13,"Lower Sac","SR055M","Sherwood Harbor",38.52739416,-121.5293747,28,"sutter","Corophiidae_A","Corophiidae_A",1,"Corophiidae_A",0.00093,"This study",NA,0.00093,"n","1"
"5651","DM16747",37,3,71,2016,"2016","3/11/2016",11,11,"Lower Sac","SR055M","Sherwood Harbor",38.52739416,-121.5293747,28,"sutter","NA_A","NA_A",0,NA,NA,NA,NA,NA,"n_EMPTY","0"
"5652","DM16748",52,4,95,2016,"2016","4/4/2016",14,13,"Lower Sac","SR055M","Sherwood Harbor",38.52739416,-121.5293747,28,"sutter","Chironomidae_L","Chironomidae_L",5,"Chironomidae_L",5e-04,"This study",NA,0.0025,"n","2"
"5653","DM16748",52,4,95,2016,"2016","4/4/2016",14,13,"Lower Sac","SR055M","Sherwood Harbor",38.52739416,-121.5293747,28,"sutter","Cladocera_A","Cladocera_A",12,"Cladocera_A",5e-04,"This study",NA,0.006,"n","2"
"5654","DM16748",52,4,95,2016,"2016","4/4/2016",14,13,"Lower Sac","SR055M","Sherwood Harbor",38.52739416,-121.5293747,28,"sutter","Diptera_P","Diptera_P",4,"Diptera_P",0.00065,"This study",NA,0.0026,"n","2"
"5655","DM16749",69,4,95,2016,"2016","4/4/2016",14,13,"Lower Sac","SR055M","Sherwood Harbor",38.52739416,-121.5293747,28,"sutter","Amphipoda_A","Amphipoda_A",1,"Amphipoda_A",0.00082,"This study",NA,0.00082,"n","3"
"5656","DM16749",69,4,95,2016,"2016","4/4/2016",14,13,"Lower Sac","SR055M","Sherwood Harbor",38.52739416,-121.5293747,28,"sutter","Aphidae_A","Aphidae_A",2,"Aphidae_A",5e-04,"This study",NA,0.001,"n","3"
"5657","DM16749",69,4,95,2016,"2016","4/4/2016",14,13,"Lower Sac","SR055M","Sherwood Harbor",38.52739416,-121.5293747,28,"sutter","Chironomidae_L","Chironomidae_L",2,"Chironomidae_L",5e-04,"This study",NA,0.001,"n","3"
"5658","DM16749",69,4,95,2016,"2016","4/4/2016",14,13,"Lower Sac","SR055M","Sherwood Harbor",38.52739416,-121.5293747,28,"sutter","Cladocera_A","Cladocera_A",3,"Cladocera_A",5e-04,"This study",NA,0.0015,"n","3"
"5659","DM16749",69,4,95,2016,"2016","4/4/2016",14,13,"Lower Sac","SR055M","Sherwood Harbor",38.52739416,-121.5293747,28,"sutter","Corophiidae_A","Corophiidae_A",1,"Corophiidae_A",0.00093,"This study",NA,0.00093,"n","3"
"5660","DM16749",69,4,95,2016,"2016","4/4/2016",14,13,"Lower Sac","SR055M","Sherwood Harbor",38.52739416,-121.5293747,28,"sutter","Diptera_A","Diptera_A",9,"Diptera_A",0.00053,"This study",NA,0.00477,"n","3"
"5661","DM16749",69,4,95,2016,"2016","4/4/2016",14,13,"Lower Sac","SR055M","Sherwood Harbor",38.52739416,-121.5293747,28,"sutter","Diptera_P","Diptera_P",38,"Diptera_P",0.00065,"This study",NA,0.0247,"n","3"
"5662","DM16749",69,4,95,2016,"2016","4/4/2016",14,13,"Lower Sac","SR055M","Sherwood Harbor",38.52739416,-121.5293747,28,"sutter","Ephemeroptera_N","Ephemeroptera_N",1,"Ephemeroptera_N",0.00068,"This study",NA,0.00068,"n","3"
"5663","DM16749",69,4,95,2016,"2016","4/4/2016",14,13,"Lower Sac","SR055M","Sherwood Harbor",38.52739416,-121.5293747,28,"sutter","Hymenoptera_A","Hymenoptera_A",3,"Hymenoptera_A",0.00071,"This study","Not much variation in our DW (3 reps) so ignoring diff with regression est",0.00213,"n","3"
"5664","DM16750",79,4,113,2016,"2016","4/22/2016",17,17,"Lower Sac","SR055M","Sherwood Harbor",38.52739416,-121.5293747,28,"sutter","Amphipoda_A","Amphipoda_A",1,"Amphipoda_A",0.00082,"This study",NA,0.00082,"n","2"
"5665","DM16750",79,4,113,2016,"2016","4/22/2016",17,17,"Lower Sac","SR055M","Sherwood Harbor",38.52739416,-121.5293747,28,"sutter","Aphidae_A","Aphidae_A",1,"Aphidae_A",5e-04,"This study",NA,5e-04,"n","2"
"5666","DM16750",79,4,113,2016,"2016","4/22/2016",17,17,"Lower Sac","SR055M","Sherwood Harbor",38.52739416,-121.5293747,28,"sutter","Chironomidae_L","Chironomidae_L",2,"Chironomidae_L",5e-04,"This study",NA,0.001,"n","2"
"5667","DM16750",79,4,113,2016,"2016","4/22/2016",17,17,"Lower Sac","SR055M","Sherwood Harbor",38.52739416,-121.5293747,28,"sutter","Diptera_A","Diptera_A",1,"Diptera_A",0.00053,"This study",NA,0.00053,"n","2"
"5668","DM16750",79,4,113,2016,"2016","4/22/2016",17,17,"Lower Sac","SR055M","Sherwood Harbor",38.52739416,-121.5293747,28,"sutter","Diptera_P","Diptera_P",7,"Diptera_P",0.00065,"This study",NA,0.00455,"n","2"
"5669","DM16750",79,4,113,2016,"2016","4/22/2016",17,17,"Lower Sac","SR055M","Sherwood Harbor",38.52739416,-121.5293747,28,"sutter","Ephemeroptera_N","Ephemeroptera_N",1,"Ephemeroptera_N",0.00068,"This study",NA,0.00068,"n","2"
"5670","DM16750",79,4,113,2016,"2016","4/22/2016",17,17,"Lower Sac","SR055M","Sherwood Harbor",38.52739416,-121.5293747,28,"sutter","Hemiptera_A","Hemiptera_A",1,"Hemiptera_A",0.00068,"This study",NA,0.00068,"n","2"
"5671","DM16750",79,4,113,2016,"2016","4/22/2016",17,17,"Lower Sac","SR055M","Sherwood Harbor",38.52739416,-121.5293747,28,"sutter","Psocoptera_A","Psocoptera_A_N",1,"Psocoptera_A",3e-04,"This study",NA,3e-04,"n","2"
"5672","DM16750",79,4,113,2016,"2016","4/22/2016",17,17,"Lower Sac","SR055M","Sherwood Harbor",38.52739416,-121.5293747,28,"sutter","Simuliidae_L","Simuliidae_L",1,"Simuliidae_L",2e-04,"Wotton, R. S. (1980). Bacteria as food for blackfly larvae (Diptera: Simuliidae) in a lake-outlet in Finland. Annales Zoologici Fennici, 17(2), 127-130.","based on the mean DW (estimated from body length) of simuliidae in this study: ",2e-04,"n","2"
"5673","DM16750",79,4,113,2016,"2016","4/22/2016",17,17,"Lower Sac","SR055M","Sherwood Harbor",38.52739416,-121.5293747,28,"sutter","Trichoptera_A","Trichoptera_A",1,"Trichoptera_A",0.00127,"This study",NA,0.00127,"n","2"
"5674","DM16752",76,4,113,2016,"2016","4/22/2016",17,17,"Lower Sac","SR055M","Sherwood Harbor",38.52739416,-121.5293747,28,"sutter","Arachnida_A","Araneae_A",1,"Araneae_A",0.00059,"This study",NA,0.00059,"n","2"
"5675","DM16752",76,4,113,2016,"2016","4/22/2016",17,17,"Lower Sac","SR055M","Sherwood Harbor",38.52739416,-121.5293747,28,"sutter","Diptera_A","Diptera_A",6,"Diptera_A",0.00053,"This study",NA,0.00318,"n","2"
"5676","DM16752",76,4,113,2016,"2016","4/22/2016",17,17,"Lower Sac","SR055M","Sherwood Harbor",38.52739416,-121.5293747,28,"sutter","Diptera_P","Diptera_P",14,"Diptera_P",0.00065,"This study",NA,0.0091,"n","2"
"5677","DM16752",76,4,113,2016,"2016","4/22/2016",17,17,"Lower Sac","SR055M","Sherwood Harbor",38.52739416,-121.5293747,28,"sutter","Ephemeroptera_N","Ephemeroptera_N",1,"Ephemeroptera_N",0.00068,"This study",NA,0.00068,"n","2"
"5678","DM16752",76,4,113,2016,"2016","4/22/2016",17,17,"Lower Sac","SR055M","Sherwood Harbor",38.52739416,-121.5293747,28,"sutter","Hydracarina_A","Hydracarina_A_N",1,"Hydracarina_A",1e-05,"CFS","Note similar to 24.5ug mean mite weight from Douce 1976 (""163 weighings were made utilizing 1528 mites, representing 25 species of adults and 16 groups of immature stages of several species"") but as Cramer is local use that. Nymphs and adults similar size. ",1e-05,"n","2"
"5679","DM16752",76,4,113,2016,"2016","4/22/2016",17,17,"Lower Sac","SR055M","Sherwood Harbor",38.52739416,-121.5293747,28,"sutter","Hymenoptera_A","Hymenoptera_A",1,"Hymenoptera_A",0.00071,"This study","Not much variation in our DW (3 reps) so ignoring diff with regression est",0.00071,"n","2"
"5680","DM16752",76,4,113,2016,"2016","4/22/2016",17,17,"Lower Sac","SR055M","Sherwood Harbor",38.52739416,-121.5293747,28,"sutter","Trichoptera_L","Trichoptera_L",1,"Trichoptera_L",0.00069,"This study",NA,0.00069,"n","2"
"5681","DM16757",73,4,113,2016,"2016","4/22/2016",17,17,"Lower Sac","SR055M","Sherwood Harbor",38.52739416,-121.5293747,28,"sutter","Corophiidae_A","Corophiidae_A",1,"Corophiidae_A",0.00093,"This study",NA,0.00093,"n","2"
"5682","DM16757",73,4,113,2016,"2016","4/22/2016",17,17,"Lower Sac","SR055M","Sherwood Harbor",38.52739416,-121.5293747,28,"sutter","Diptera_A","Diptera_A",1,"Diptera_A",0.00053,"This study",NA,0.00053,"n","2"
"5683","DM16757",73,4,113,2016,"2016","4/22/2016",17,17,"Lower Sac","SR055M","Sherwood Harbor",38.52739416,-121.5293747,28,"sutter","Diptera_L","Diptera_L",2,"Diptera_L",0.00062,"This study",NA,0.00124,"n","2"
"5684","DM16757",73,4,113,2016,"2016","4/22/2016",17,17,"Lower Sac","SR055M","Sherwood Harbor",38.52739416,-121.5293747,28,"sutter","Diptera_P","Diptera_P",7,"Diptera_P",0.00065,"This study",NA,0.00455,"n","2"
"5685","DM16760",72,4,113,2016,"2016","4/22/2016",17,17,"Lower Sac","SR055M","Sherwood Harbor",38.52739416,-121.5293747,28,"sutter","Diptera_A","Diptera_A",2,"Diptera_A",0.00053,"This study",NA,0.00106,"n","1"
"5686","DM16760",72,4,113,2016,"2016","4/22/2016",17,17,"Lower Sac","SR055M","Sherwood Harbor",38.52739416,-121.5293747,28,"sutter","Diptera_L","Diptera_L",1,"Diptera_L",0.00062,"This study",NA,0.00062,"n","1"
"5687","DM16760",72,4,113,2016,"2016","4/22/2016",17,17,"Lower Sac","SR055M","Sherwood Harbor",38.52739416,-121.5293747,28,"sutter","Diptera_P","Diptera_P",10,"Diptera_P",0.00065,"This study",NA,0.0065,"n","1"
"5688","DM16760",72,4,113,2016,"2016","4/22/2016",17,17,"Lower Sac","SR055M","Sherwood Harbor",38.52739416,-121.5293747,28,"sutter","Ephemeroptera_N","Ephemeroptera_N",2,"Ephemeroptera_N",0.00068,"This study",NA,0.00136,"n","1"
"5689","DM16760",72,4,113,2016,"2016","4/22/2016",17,17,"Lower Sac","SR055M","Sherwood Harbor",38.52739416,-121.5293747,28,"sutter","Hymenoptera_A","Hymenoptera_A",1,"Hymenoptera_A",0.00071,"This study","Not much variation in our DW (3 reps) so ignoring diff with regression est",0.00071,"n","1"
"5690","DM16761",72,4,95,2016,"2016","4/4/2016",14,13,"Lower Sac","SR055M","Sherwood Harbor",38.52739416,-121.5293747,28,"sutter","Actinopterygii_L","Actinopterygii_L",12,"Actinopterygii_L",0.001,"https://www.st.nmfs.noaa.gov/spo/FishBull/932/pepin.pdf","based on the ~10mm larval fish in Fig 1 of https://www.st.nmfs.noaa.gov/spo/FishBull/932/pepin.pdf",0.012,"n","4"
"5691","DM16761",72,4,95,2016,"2016","4/4/2016",14,13,"Lower Sac","SR055M","Sherwood Harbor",38.52739416,-121.5293747,28,"sutter","Amphipoda_A","Amphipoda_A",1,"Amphipoda_A",0.00082,"This study",NA,0.00082,"n","4"
"5692","DM16761",72,4,95,2016,"2016","4/4/2016",14,13,"Lower Sac","SR055M","Sherwood Harbor",38.52739416,-121.5293747,28,"sutter","Aphidae_A","Aphidae_A",1,"Aphidae_A",5e-04,"This study",NA,5e-04,"n","4"
"5693","DM16761",72,4,95,2016,"2016","4/4/2016",14,13,"Lower Sac","SR055M","Sherwood Harbor",38.52739416,-121.5293747,28,"sutter","Chironomidae_L","Chironomidae_L",1,"Chironomidae_L",5e-04,"This study",NA,5e-04,"n","4"
"5694","DM16761",72,4,95,2016,"2016","4/4/2016",14,13,"Lower Sac","SR055M","Sherwood Harbor",38.52739416,-121.5293747,28,"sutter","Cladocera_A","Cladocera_A",3,"Cladocera_A",5e-04,"This study",NA,0.0015,"n","4"
"5695","DM16761",72,4,95,2016,"2016","4/4/2016",14,13,"Lower Sac","SR055M","Sherwood Harbor",38.52739416,-121.5293747,28,"sutter","Copepoda_A","Copepoda_A",1,"Copepoda_A",0.00047,"This study",NA,0.00047,"n","4"
"5696","DM16761",72,4,95,2016,"2016","4/4/2016",14,13,"Lower Sac","SR055M","Sherwood Harbor",38.52739416,-121.5293747,28,"sutter","Diptera_A","Diptera_A",3,"Diptera_A",0.00053,"This study",NA,0.00159,"n","4"
"5697","DM16761",72,4,95,2016,"2016","4/4/2016",14,13,"Lower Sac","SR055M","Sherwood Harbor",38.52739416,-121.5293747,28,"sutter","Diptera_L","Diptera_L",1,"Diptera_L",0.00062,"This study",NA,0.00062,"n","4"
"5698","DM16761",72,4,95,2016,"2016","4/4/2016",14,13,"Lower Sac","SR055M","Sherwood Harbor",38.52739416,-121.5293747,28,"sutter","Diptera_P","Diptera_P",1,"Diptera_P",0.00065,"This study",NA,0.00065,"n","4"
"5699","DM16761",72,4,95,2016,"2016","4/4/2016",14,13,"Lower Sac","SR055M","Sherwood Harbor",38.52739416,-121.5293747,28,"sutter","Ephemeroptera_A","Ephemeroptera_A",1,"Ephemeroptera_A",0.00025,"CFS",NA,0.00025,"n","4"
"5700","DM16761",72,4,95,2016,"2016","4/4/2016",14,13,"Lower Sac","SR055M","Sherwood Harbor",38.52739416,-121.5293747,28,"sutter","Hymenoptera_A","Hymenoptera_A",1,"Hymenoptera_A",0.00071,"This study","Not much variation in our DW (3 reps) so ignoring diff with regression est",0.00071,"n","4"
"5701","DM16762",74,4,113,2016,"2016","4/22/2016",17,17,"Lower Sac","SR055M","Sherwood Harbor",38.52739416,-121.5293747,28,"sutter","Aphidae_A","Aphidae_A",7,"Aphidae_A",5e-04,"This study",NA,0.0035,"n","4"
"5702","DM16762",74,4,113,2016,"2016","4/22/2016",17,17,"Lower Sac","SR055M","Sherwood Harbor",38.52739416,-121.5293747,28,"sutter","Aphidae_N","Aphidae_N",1,"Aphidae_N",0.00025,"Greenslade, A.F.C., et al 2016. Triticum monococcum lines with distinct metabolic phenotypes and phloem-based partial resistance to the bird cherry-oat aphid Rhopalosiphum padi. The Annals of applied biology 168, 435-449.",NA,0.00025,"n","4"
"5703","DM16762",74,4,113,2016,"2016","4/22/2016",17,17,"Lower Sac","SR055M","Sherwood Harbor",38.52739416,-121.5293747,28,"sutter","Arachnida_A","Araneae_A",1,"Araneae_A",0.00059,"This study",NA,0.00059,"n","4"
"5704","DM16762",74,4,113,2016,"2016","4/22/2016",17,17,"Lower Sac","SR055M","Sherwood Harbor",38.52739416,-121.5293747,28,"sutter","Chironomidae_L","Chironomidae_L",1,"Chironomidae_L",5e-04,"This study",NA,5e-04,"n","4"
"5705","DM16762",74,4,113,2016,"2016","4/22/2016",17,17,"Lower Sac","SR055M","Sherwood Harbor",38.52739416,-121.5293747,28,"sutter","Coleoptera_A","Coleoptera_A",1,"Coleoptera_A",0.00086,"This study","Not much variation in our DW (3 reps) so ignoring diff with regression est",0.00086,"n","4"
"5706","DM16762",74,4,113,2016,"2016","4/22/2016",17,17,"Lower Sac","SR055M","Sherwood Harbor",38.52739416,-121.5293747,28,"sutter","Diptera_A","Diptera_A",9,"Diptera_A",0.00053,"This study",NA,0.00477,"n","4"
"5707","DM16762",74,4,113,2016,"2016","4/22/2016",17,17,"Lower Sac","SR055M","Sherwood Harbor",38.52739416,-121.5293747,28,"sutter","Diptera_L","Diptera_L",2,"Diptera_L",0.00062,"This study",NA,0.00124,"n","4"
"5708","DM16762",74,4,113,2016,"2016","4/22/2016",17,17,"Lower Sac","SR055M","Sherwood Harbor",38.52739416,-121.5293747,28,"sutter","Diptera_P","Diptera_P",35,"Diptera_P",0.00065,"This study",NA,0.02275,"n","4"
"5709","DM16762",74,4,113,2016,"2016","4/22/2016",17,17,"Lower Sac","SR055M","Sherwood Harbor",38.52739416,-121.5293747,28,"sutter","Ephemeroptera_N","Ephemeroptera_N",1,"Ephemeroptera_N",0.00068,"This study",NA,0.00068,"n","4"
"5710","DM16762",74,4,113,2016,"2016","4/22/2016",17,17,"Lower Sac","SR055M","Sherwood Harbor",38.52739416,-121.5293747,28,"sutter","Hemiptera_A","Hemiptera_A",1,"Hemiptera_A",0.00068,"This study",NA,0.00068,"n","4"
"5711","DM16762",74,4,113,2016,"2016","4/22/2016",17,17,"Lower Sac","SR055M","Sherwood Harbor",38.52739416,-121.5293747,28,"sutter","Hydracarina_A","Hydracarina_A_N",1,"Hydracarina_A",1e-05,"CFS","Note similar to 24.5ug mean mite weight from Douce 1976 (""163 weighings were made utilizing 1528 mites, representing 25 species of adults and 16 groups of immature stages of several species"") but as Cramer is local use that. Nymphs and adults similar size. ",1e-05,"n","4"
"5712","DM16762",74,4,113,2016,"2016","4/22/2016",17,17,"Lower Sac","SR055M","Sherwood Harbor",38.52739416,-121.5293747,28,"sutter","Hymenoptera_A","Hymenoptera_A",2,"Hymenoptera_A",0.00071,"This study","Not much variation in our DW (3 reps) so ignoring diff with regression est",0.00142,"n","4"
"5713","DM16762",74,4,113,2016,"2016","4/22/2016",17,17,"Lower Sac","SR055M","Sherwood Harbor",38.52739416,-121.5293747,28,"sutter","Neuroptera_A","Neuroptera_A",1,"Neuroptera_A",0.001252,"Romeis, J., Dutton, A., Bigler, F., 2004. Bacillus thuringiensis toxin (Cry1Ab) has no direct effect on larvae of the green lacewing Chrysoperla carnea (Stephens) (Neuroptera: Chrysopidae). Journal of Insect Physiology 50 2-3, 175-183.","Table 1 DW for Neuroptera fed Bt-sucrose",0.001252,"n","4"
"5714","DM16762",74,4,113,2016,"2016","4/22/2016",17,17,"Lower Sac","SR055M","Sherwood Harbor",38.52739416,-121.5293747,28,"sutter","Psocoptera_A","Psocoptera_A_N",1,"Psocoptera_A",3e-04,"This study",NA,3e-04,"n","4"
"5715","DM16762",74,4,113,2016,"2016","4/22/2016",17,17,"Lower Sac","SR055M","Sherwood Harbor",38.52739416,-121.5293747,28,"sutter","Thysanoptera_A","Thysanoptera_A",1,"Thysanoptera_A",0.00045,"This study",NA,0.00045,"n","4"
"5716","DM16763",73,4,111,2016,"2016","4/20/2016",16,15,"Lower Sac","SR055M","Sherwood Harbor",38.52739416,-121.5293747,28,"sutter","Diptera_P","Diptera_P",2,"Diptera_P",0.00065,"This study",NA,0.0013,"n","1"
"5717","DM16764",69,4,111,2016,"2016","4/20/2016",16,15,"Lower Sac","SR055M","Sherwood Harbor",38.52739416,-121.5293747,28,"sutter","Aphidae_A","Aphidae_A",2,"Aphidae_A",5e-04,"This study",NA,0.001,"n","2"
"5718","DM16764",69,4,111,2016,"2016","4/20/2016",16,15,"Lower Sac","SR055M","Sherwood Harbor",38.52739416,-121.5293747,28,"sutter","Chironomidae_L","Chironomidae_L",1,"Chironomidae_L",5e-04,"This study",NA,5e-04,"n","2"
"5719","DM16764",69,4,111,2016,"2016","4/20/2016",16,15,"Lower Sac","SR055M","Sherwood Harbor",38.52739416,-121.5293747,28,"sutter","Corophiidae_A","Corophiidae_A",1,"Corophiidae_A",0.00093,"This study",NA,0.00093,"n","2"
"5720","DM16764",69,4,111,2016,"2016","4/20/2016",16,15,"Lower Sac","SR055M","Sherwood Harbor",38.52739416,-121.5293747,28,"sutter","Diptera_A","Diptera_A",3,"Diptera_A",0.00053,"This study",NA,0.00159,"n","2"
"5721","DM16764",69,4,111,2016,"2016","4/20/2016",16,15,"Lower Sac","SR055M","Sherwood Harbor",38.52739416,-121.5293747,28,"sutter","Diptera_P","Diptera_P",16,"Diptera_P",0.00065,"This study",NA,0.0104,"n","2"
"5722","DM16764",69,4,111,2016,"2016","4/20/2016",16,15,"Lower Sac","SR055M","Sherwood Harbor",38.52739416,-121.5293747,28,"sutter","Hydracarina_A","Hydracarina_A_N",1,"Hydracarina_A",1e-05,"CFS","Note similar to 24.5ug mean mite weight from Douce 1976 (""163 weighings were made utilizing 1528 mites, representing 25 species of adults and 16 groups of immature stages of several species"") but as Cramer is local use that. Nymphs and adults similar size. ",1e-05,"n","2"
"5723","DM16765",80,4,113,2016,"2016","4/22/2016",17,17,"Lower Sac","SR055M","Sherwood Harbor",38.52739416,-121.5293747,28,"sutter","Aphidae_A","Aphidae_A",1,"Aphidae_A",5e-04,"This study",NA,5e-04,"n","3"
"5724","DM16765",80,4,113,2016,"2016","4/22/2016",17,17,"Lower Sac","SR055M","Sherwood Harbor",38.52739416,-121.5293747,28,"sutter","Diptera_A","Diptera_A",7,"Diptera_A",0.00053,"This study",NA,0.00371,"n","3"
"5725","DM16765",80,4,113,2016,"2016","4/22/2016",17,17,"Lower Sac","SR055M","Sherwood Harbor",38.52739416,-121.5293747,28,"sutter","Diptera_P","Diptera_P",9,"Diptera_P",0.00065,"This study",NA,0.00585,"n","3"
